"","X.x","Supplier.Number","accountsPayable","accountsReceivable","bankCashBalances","bankOverdraft","debitOwnedWithinOneYear","financialAssets","fixedAssets","intangibleAssets","otherCurrentAssets","otherCurrentLiabilities","otherEquity","otherTermAssets","otherTermLiabilities","prepayments","retainedEarnings","subscribedCapital","termLoans","totalAssets","totalCurrentAssets","totalCurrentLiabilities","totalInventories","totalLiabilities","totalShareholderEquity","totalTermAssets","totalTermLiabilities","accountPayableAccrualFromCashFlow","capitalExpenditure","changeInInventoriesFromCashFlow","netChangeInCashAndCashEquivalents","netFundingCashFlow","netInvestingCashFlow","unbilledAccountsReceivableRevenueFromCashFlow","currency","financialDate","period","abnormalItems","amortization","companyTaxExpense","costOfGoodsSold","depreciation","earningsBeforeInterestAndTax","grossProfit","interestExpense","interestReceived","investmentIncome","netInvestmentIncome","netProfitAfterTax","netProfitAfterTaxAndMinorityInterests","netProfitBeforeTax","netSurplus","otherIncome","otherInvestmentExpense","otherOperatingExpense","totalOperatingExpense","totalOperatingRevenue","totalStaffCosts","salesRevenue","RRID","id","eqyYear","CHS","FHR","Data.Source","Group","Group.Classification","Parent.ID","X.y","count","USD.to.Other.Currency","X.Other.Currency.to.USD","Inflation.Rate...."
"2651",2650,"520039",18.460848,20.195514,2.739121,NA,16,NA,90.865774,0,NA,12.897577,0,1.004986,16.730038,0.476642,38.287505,18.85,0,121.225968,29.355208,47.358425,5.943931,64.088463,57.137505,91.87076,16.730038,20.816944,0.723868,2.249228,NA,NA,NA,-27.15594,"USD","2018-06-29","Q1",0,NA,2.732344,232.45784,22.590576,11.03722,21.416284,0.438156,NA,0.153508,-0.284648,8.020228,8.020228,10.752572,8.020228,22.590576,NA,0,32.96964,276.4647,10.379064,253.874124,"A5nwN1D","2018Q1",2018,70,71,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"2.44%"
"2652",2651,"520039",14.813153,16.704436,5.493223,NA,26.712,NA,90.795425,0,NA,8.680597,0,1.161837,15.477158,1.838757,36.971254,18.85,1.436,122.940162,30.9829,50.20575,6.946484,67.118908,55.821254,91.957262,16.913158,-10.596203,20.769058,-1.390573,NA,NA,NA,-2.199588,"USD","2017-12-29","YE",0,NA,-1.07387,182.151614,17.319881,10.070479,18.557095,0.449547,NA,NA,-0.451748,10.692601,10.692601,9.618731,10.692601,17.319881,0.002201,0,25.806497,218.02859,8.486616,200.708709,"A5nwN1D","2017YE",2017,71,64,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"2.13%"
"2653",2652,"81140",21.632,20.6,0.242,0,23.624,NA,34.14,NA,3.062,18.087,0.749,0.464,0,NA,-41.688,47,8.565,83.378,48.774,63.343,24.87,77.317,6.061,34.604,13.974,3.274,-7.763,2.115,7.991,1.188,-8.287,-0.356,"USD","2023-12-31","YE",NA,NA,0.485,NA,9.319,3.14,NA,2.249,NA,0.701,-1.548,1.107,1.107,1.592,1.107,0,0,189.995,279.326,282.466,80.012,282.466,"Arm8PPa","2023YE",2023,57,38,"FHRx","F3, HDM F3","Auto","P964743",NA,NA,NA,NA,"4.12%"
"2654",2653,"81140",22.392,24.803,0.42,0,19.166,NA,33.005,NA,0.565,19.369,0.079,0.487,0,NA,-44.084,47,12.066,82.066,48.574,60.927,22.786,79.072,2.995,33.492,18.145,4.034,-3.62,2.276,-1.504,0.5,-5.378,-4.559,"USD","2023-06-30","Q2",NA,NA,0.2325,NA,4.72,-15.3115,NA,1.6655,NA,0.2575,-2.4095,-17.9535,-17.9535,-17.721,-17.9535,0.4665,1.0015,199.6735,280.3565,265.045,75.963,264.5785,"Arm8PPa","2023Q2",2023,28,18,"FHRx","F3, HDM F3","Auto","P964743",NA,NA,NA,NA,"4.12%"
"2655",2654,"81140",23.034,29.576,1.068,0,22.471,NA,33.109,NA,0.686,31.309,0.079,0.487,0,NA,-45.876,47,12.584,96.68,63.084,76.814,31.754,95.477,1.203,33.596,18.663,NA,NA,NA,NA,NA,NA,NA,"USD","2023-03-31","Q1",NA,NA,-0.14475,NA,NA,-25.4575,NA,1.42125,NA,0.27225,-2.48875,-27.8015,-27.8015,-27.94625,-27.8015,0,1.33975,203.836,278.7285,253.271,74.8925,253.271,"Arm8PPa","2023Q1",2023,29,17,"FHRx","F3, HDM F3","Auto","P964743",NA,NA,NA,NA,"4.12%"
"2656",2655,"81140",18.358,20.244,1.924,0,17.571,NA,33.843,NA,2.349,29.462,0.079,0.487,0,NA,-42.243,47,13.102,89.407,55.077,65.391,30.56,84.572,4.836,34.33,19.181,NA,NA,NA,NA,NA,NA,NA,"USD","2022-12-31","YE",NA,NA,-0.505,NA,NA,-30.118,NA,1.271,NA,0.363,-2.613,-32.226,-32.226,-32.731,-32.226,0,1.705,206.888,279.034,248.916,72.146,248.916,"Arm8PPa","2022YE",2022,28,17,"FHRx","F3, HDM F3","Auto","P964743",NA,NA,NA,NA,"8.00%"
"2657",2656,"81140",34.40568263,27.90679479,3.58605218,NA,13,NA,32.99227678,0.48708075,NA,31.4665099,-6.56727085,0,12.7248509,0.90899394,-27.92899483,19,24,100.1007778,66.62142022,78.87219253,34.21957931,115.5970434,-15.49626568,33.47935753,36.7248509,15.72814344,-9.68596,-19.78833286,1.69773478,36,-10.810484,-15.82550754,"USD","2022-06-29","Q2",0,NA,0.84646968,249.0010617,8.700524,-36.5788386,-24.6752529,0.81703836,NA,NA,-0.90401978,-38.32932806,-38.32932806,-37.48285838,-38.32932806,8.700524,0.08698142,0,20.6041097,233.0263328,11.9035857,224.3258088,"Arm8PPa","2022Q2",2022,18,14,"FHRx","F3, HDM F3","Auto","P964743",NA,NA,NA,NA,"8.00%"
"2658",2657,"81140",26.541611,25.051938,2.737185,NA,26.020189,NA,32.579842,0.510596,NA,22.97801,11.100196,0,0.483664,6.170008,-2.341756,0,8,92.781915,59.691477,75.53981,25.732346,84.023474,8.75844,33.090438,8.483664,0.825611,-6.927715,-8.455544,0.572364,27.5,-5.717181,0.197534,"USD","2021-12-29","YE",-0.653719,NA,-3.411288,224.504015,8.951834,-14.622598,1.939499,0.580651,NA,NA,-1.35359,-12.5649,-12.5649,-15.976188,-12.5649,8.951834,0.772939,0,24.860212,235.395348,15.908378,226.443514,"Arm8PPa","2021YE",2021,18,17,"FHRx","F3, HDM F3","Auto","P964743",NA,NA,NA,NA,"4.70%"
"2659",2658,"61090",3.190713,8.474481,28.275741,0,0.013611,NA,30.175743,NA,0.138539,4.176905,0,10,0,NA,64.485716,20,0,92.029997,51.854254,7.381229,14.965493,7.544281,84.485716,40.175743,0.163052,0.301454,-4.488005,3.868532,3.559701,-9.051755,-4.485005,1.4599,"USD","2024-03-31","YE",NA,NA,2.038565,86.810407,3.797258,9.738256,13.716429,0.003437,0.871996,NA,0.837425,8.537116,8.537116,10.575681,8.537116,0,0.031134,0.180915,3.978173,100.526836,NA,100.526836,"Jqk8jXA","2024YE",2024,64,89,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"2.90%"
"2660",2659,"61090",2.889259,9.934382,24.71604,0,0.051755,NA,29.489562,NA,0.074555,4.393669,0,10,0,NA,64.948599,20,0.013611,93.048564,53.559002,7.334683,18.834025,8.099965,84.948599,39.489562,0.765282,0.146801,-0.328761,1.220018,11.113532,-1.447706,-0.033699,-3.703052,"USD","2023-03-31","YE",NA,NA,2.727184,NA,4.084376,7.301642,NA,0.007482,0.184208,4.086354,4.26308,8.837538,8.837538,11.564722,8.837538,0,0,72.536026,76.620402,83.922044,NA,83.922044,"Jqk8jXA","2023YE",2023,69,91,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"4.12%"
"2661",2660,"61090",4.333266,6.217996,13.602508,NA,0.776167,NA,33.729592,0,0.549383,0.302334,0,10,1.165327,NA,57.511062,20,0.065366,84.153522,40.42393,5.411767,20.054043,6.64246,77.511062,43.729592,1.230693,1.296959,NA,-4.671453,NA,NA,NA,0.107067,"USD","2022-03-31","YE",0,NA,-0.705169,44.624785,5.867546,-3.421935,22.884852,0.121232,NA,0.194185,0.063988,-2.652778,-2.652778,-3.357947,-2.652778,0,0.008965,2.109358,26.306787,67.509637,18.329883,67.509637,"Jqk8jXA","2022YE",2022,18,55,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"8.00%"
"2662",2661,"61090",3.036307,6.325063,19.460559,NA,0.043973,NA,37.702445,0,0.209284,0.707246,0,10,1.932316,NA,63.360098,20,0,89.07994,41.377495,3.787526,15.382589,5.719842,83.360098,47.702445,1.932316,-0.110523,NA,2.01298,NA,NA,NA,-0.36545,"USD","2021-03-31","YE",0,NA,-0.276365,51.391448,7.584177,-1.292637,24.840827,0.014666,NA,0.016427,-0.02552,-1.041792,-1.041792,-1.318157,-1.041792,0,0.027281,1.616127,26.133464,76.232275,16.93316,76.232275,"Jqk8jXA","2021YE",2021,22,74,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"4.70%"
"2663",2662,"61090",4.646,8.088,20.919,NA,0.057,NA,49.772,0,1.136,2.63,0,0,3.657,NA,66.244,20,0.179,97.413,47.641,7.333,17.498,11.169,86.244,49.772,3.836,-0.817,NA,0.816,NA,NA,NA,1.303,"USD","2020-03-31","YE",0,NA,0.682,71.811,0,3.187,27.261,0.103,NA,0.291,0.063,2.568,2.568,3.25,2.568,0,0.125,2.366,24.074,99.072,21.708,99.072,"Jqk8jXA","2020YE",2020,43,80,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"1.23%"
"2664",2663,"61090",6.153561,9.66180826,15.14582866,NA,4.765933,NA,54.2663575,0,0.63854,0,0,0,3.385999,NA,63.721405,20,0,98.02689827,43.76054077,10.919494,18.31436385,14.305493,83.721405,54.2663575,3.385999,6.153561,NA,-18.31436385,NA,NA,NA,-9.66180826,"USD","2019-03-31","YE",0,NA,-0.01320712,65.21539383,19.8009771,-0.25569659,43.35910157,0.263289,NA,0,-0.263289,-0.50577847,-0.50577847,-0.51898559,-0.50577847,0,0,1.47448834,43.61479816,108.5744954,22.33933272,108.5744954,"Jqk8jXA","2019YE",2019,30,74,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"1.81%"
"2665",2664,"61090",7.216609,12.789708,7.558448,NA,3.887516,NA,85.365903,0,0.544189,0.184179,0,-0.500859,7.29216,NA,65.869843,20,21.625,126.075307,41.210263,11.288304,20.317918,40.205464,85.869843,84.865044,28.91716,7.216609,NA,-20.317918,NA,NA,NA,-12.789708,"USD","2017-03-31","YE",0,NA,3.949361,89.012025,18.203501,15.089448,65.402483,1.239659,NA,0,-1.239659,9.900428,9.900428,13.849789,9.900428,0,0,6.20973,50.313035,154.414508,25.899804,154.414508,"Jqk8jXA","2017YE",2017,75,91,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"2.13%"
"2666",2665,"61090",9.710761,14.473775,17.950611,NA,25.75,NA,99.029165,0,1.18776,4.142484,0,0,11.985322,NA,59.214782,20,20.625341,151.42869,52.399525,39.603245,18.787379,72.213908,79.214782,99.029165,32.610663,9.710761,NA,-18.787379,NA,NA,NA,-14.473775,"USD","2016-03-31","YE",0,NA,3.87688,93.214813,20.956258,13.030928,63.209431,2.111173,NA,0.14664,-2.491975,6.662073,6.662073,10.538953,6.662073,0,0.527442,2.579597,50.178503,156.424244,26.642648,156.424244,"Jqk8jXA","2016YE",2016,67,79,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"1.26%"
"2667",2666,"61090",7.375857,18.490808,24.00659065,NA,7.057141,NA,110.852726,0,0.305204,1.500297,0,0,12.981869,NA,57.752707,20,67,173.6678707,62.81514465,15.933295,20.012542,95.915164,77.752707,110.852726,79.981869,-9.068433,NA,11.867317,NA,NA,NA,-1.110004,"USD","2015-03-31","YE",0,NA,6.255272,108.225597,23.073566,19.511903,73.302202,2.628325,NA,0.008656,-2.619669,10.636962,10.636962,16.892234,10.636962,0,0,3.752737,53.790299,181.527799,26.963996,181.527799,"Jqk8jXA","2015YE",2015,72,88,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"0.12%"
"2668",2667,"61090",16.44428981,17.38080402,16.50767924,NA,22.56623324,NA,113.1936513,0,2.44160701,1.410481,0,0.016,23.68285206,NA,52.31574495,20,45,181.4196011,68.2099498,40.42100405,31.87985953,109.1038561,72.31574495,113.2096513,68.68285206,-6.60645188,NA,2.67878286,NA,NA,NA,0.20018302,"USD","2014-03-31","YE",0,NA,5.60990026,134.352381,22.25101856,19.03815346,65.5243284,3.10237764,NA,0.365267,-2.73711064,10.69114256,10.69114256,16.30104282,10.69114256,0,0,4.38410838,46.48617494,199.8767094,19.851048,199.8767094,"Jqk8jXA","2014YE",2014,72,83,"FHRx","A1, HDM A1","Auto","P299205",NA,NA,NA,NA,"1.62%"
"2669",2668,"514282",148.098162,106.151258,13.329887,NA,0,NA,62.296117,NA,45.045014,23.860727,0,0.38,2.789085,NA,96.412278,21,0,292.710387,230.03427,171.958889,65.508111,175.298109,117.412278,62.676117,3.33922,-113.654022,-5.033788,1.82455,-0.806308,-33,-4.618855,77.07255,"USD","2024-03-31","YE",NA,NA,0.394704,381.750941,14.432322,5.623261,38.287396,1.493496,0.4343,NA,-1.569697,3.65886,3.65886,4.053564,3.65886,0,0.510501,18.231813,32.664135,420.038337,NA,420.038337,"a65wGEJ","2024YE",2024,34,54,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"2.90%"
"2670",2669,"514282",261.752184,183.223808,14.136195,0,33,NA,71.853778,NA,104.965297,28.318118,0,0.38,2.870489,NA,92.753418,21,0,441.891739,369.657961,323.070302,67.332661,328.138321,113.753418,72.233778,5.068019,-83.784679,-4.989465,5.295499,-3.674949,-51,-3.579675,6.520093,"USD","2023-03-31","YE",NA,NA,1.073529,356.118706,17.124466,4.357078,35.642972,1.132892,0.9672,0.475817,0.310125,3.593674,3.593674,4.667203,3.593674,0,0,14.161428,31.285894,391.761678,NA,391.761678,"a65wGEJ","2023YE",2023,29,47,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"4.12%"
"2671",2670,"514282",320.565999,182.177003,7.528127,NA,24.6,NA,78.431994,0.11,119.182098,9.567241,21,0,2.833774,NA,76.29504,0,0,454.862054,376.32006,354.73324,67.432832,357.567014,97.29504,78.541994,2.833774,-77.049948,NA,5.195328,NA,NA,NA,35.214071,"USD","2022-09-30","Q2",0,NA,-0.140172,356.510076,1.332164,-27.180304,3.834926,1.043244,NA,2.353824,1.31058,-25.729552,-25.729552,-25.869724,-25.729552,NA,0,18.720244,31.01523,360.345002,10.962822,360.345002,"a65wGEJ","2023Q2",2023,18,49,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"4.12%"
"2672",2671,"514282",257.637013,126.361937,5.964146,NA,15.5,NA,108.855408,0.11,0.415907,2.815417,21,98.325244,32.138449,NA,52.162146,0,0,381.253025,173.962373,275.95243,41.220383,308.090879,73.162146,207.290652,32.138449,-59.660043,NA,7.59266,NA,NA,NA,28.239469,"USD","2022-06-30","Q1",0,NA,2.309512,226.981752,1.17142,-21.34296,1.458756,0.917932,NA,2.517568,1.599636,-22.052836,-22.052836,-19.743324,-22.052836,0,0,12.346952,22.801716,228.440508,9.283344,228.440508,"a65wGEJ","2023Q1",2023,18,30,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"4.12%"
"2673",2672,"514282",378.549188,189.743901,17.811144,NA,84,NA,82.833378,0,220.832237,5.111453,21,0.38,6.408435,NA,89.159744,0,0,584.22882,501.015442,467.660641,72.62816,474.069076,110.159744,83.213378,6.408435,16.809195,NA,-5.824338,NA,NA,NA,-26.015426,"USD","2022-03-31","YE",0,NA,-0.157514,278.3932689,15.28587774,-21.30586905,81.9451551,0.675741,NA,62.330471,61.65473,40.50637495,40.50637495,40.34886095,40.50637495,0,0,18.24256201,103.2510242,360.338424,69.7225844,360.338424,"a65wGEJ","2022YE",2022,41,38,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"8.00%"
"2674",2673,"514282",274.9645056,140.3457592,46.74781744,NA,52,NA,61.23723899,0,7.14750044,9.34648524,0,15.38,12.1582604,NA,14.92248336,21,1,385.3917347,308.7744957,336.3109908,114.5334186,349.4692512,35.92248336,76.61723899,13.1582604,0,NA,0,NA,NA,NA,0,"USD","2021-03-31","YE",0,NA,-12.014355,824.9805821,9.36760022,0.04399145,56.2956492,1.4050126,NA,0,-1.4050126,10.65333385,10.65333385,-1.36102115,10.65333385,0,0,4.31158216,56.25165775,881.2762313,42.57247537,881.2762313,"a65wGEJ","2021YE",2021,42,38,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"4.70%"
"2675",2674,"514282",182.686527,63.978888,11.767422,NA,34.75,NA,63.680262,0,35.092773,4.624464,21,15.38,23.860156,NA,4.269149,0,3,274.190296,195.130034,222.060991,84.290951,248.921147,25.269149,79.060262,26.860156,0,NA,0,NA,NA,NA,0,"USD","2020-03-31","YE",3.957,NA,2.359658,729.255365,19.988768,-7.722228,74.563556,1.345421,NA,0,-1.345421,-11.427307,-11.427307,-9.067649,-11.427307,0,0,8.336896,86.242784,803.818921,57.91712,803.818921,"a65wGEJ","2020YE",2020,21,29,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"1.23%"
"2676",2675,"514282",130.0007101,75.52711023,6.36380149,NA,56.75,NA,50.80361984,0,19.36793933,5.83041545,21,15.38,10.376078,NA,14.96145581,0,6.75,245.6686593,179.4850395,192.5811256,78.22618845,209.7072036,35.96145581,66.18361984,17.126078,4.67269541,NA,-11.82346703,NA,NA,NA,18.25403541,"USD","2019-03-31","YE",5.216,NA,-0.301696,678.2811294,13.37649905,-11.76066368,63.5563364,1.57672779,NA,0,-1.8889302,-13.34789788,-13.34789788,-13.64959388,-13.34789788,0,0.31220241,8.79182253,80.53300008,741.8374658,58.3646785,741.8374658,"a65wGEJ","2019YE",2019,16,26,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"1.81%"
"2677",2676,"514282",125.328014,89.151716,15.319137,NA,59.125,NA,46.153329,0,26.433437,5.859158,21,15.38,9.299815,NA,28.228353,0,10,258.84034,197.307011,190.312172,66.402721,209.611987,49.228353,61.533329,19.299815,40.532963,NA,-1.111824,NA,NA,NA,-7.606388,"USD","2018-03-31","YE",-27.716,NA,-5.042866,598.883608,11.888436,-54.929944,58.070371,1.498106,NA,0.07698,-1.421126,-51.308204,-51.308204,-56.35107,-51.308204,NA,0,12.029415,85.284315,656.953979,61.366464,656.953979,"a65wGEJ","2018YE",2018,17,26,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"2.44%"
"2678",2677,"514282",84.79505097,81.54532802,7.89378439,NA,55.72,NA,68.9730478,0,27.77889867,5.92593594,21,15.38,12.75941045,NA,79.53655865,0,7.125,266.861956,182.5089082,146.4409869,65.29089713,166.3253974,100.5365587,84.3530478,19.88441045,10.53668942,NA,-5.28602896,NA,NA,NA,8.05062883,"USD","2017-03-31","YE",0,NA,-3.726421,536.4249902,12.07562789,-10.15788635,78.7462153,1.10862474,NA,0.98324018,-0.12538456,-6.55684991,-6.55684991,-10.28327091,-6.55684991,0,0,10.41770344,88.90410165,615.1712055,66.41077032,615.1712055,"a65wGEJ","2017YE",2017,19,32,"FHRx","F3","Auto","P100511",NA,NA,NA,NA,"2.13%"
"2679",2678,"517527",NA,NA,9.25112991,0,3.86819846,NA,NA,NA,19.60201481,15.08386573,27.92961094,43.03335746,0,NA,NA,0,25.00482705,71.886502,28.853145,18.952064,NA,43.956891,27.929611,43.033357,25.004827,NA,NA,NA,NA,NA,NA,NA,"USD","2024-03-31","Q1",NA,NA,0,NA,3.881346,-4.332928,NA,1.32769814,NA,0.84970347,-0.477995,-4.810923,-4.810923,-4.810923,-4.810923,0,0,94.44393915,98.325285,93.992357,NA,93.99235704,"aEowYLD","2024Q1",2024,18,28,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"2.90%"
"2680",2679,"517527",9.33655951,13.12119961,4.26789734,0,7.86819846,NA,42.10302748,NA,1.68513778,2.05042374,0,0.75686959,0,0.09515032,4.1027463,22.179,21.50781086,67.044739,24.184842,19.255182,5.01545672,40.762993,26.281746,42.859897,21.507811,NA,NA,NA,NA,NA,NA,NA,"USD","2023-12-31","YE",NA,NA,0,NA,5.26802303,-35.177914,NA,2.9116267,NA,0.21622447,-2.695402,-37.873316,-37.873316,-37.873316,-37.873316,0,0,111.0759987,116.344022,81.166108,NA,81.16610773,"aEowYLD","2023YE",2023,20,18,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"4.12%"
"2681",2680,"517527",11.66203166,13.57071692,8.61105141,0,3.12220967,NA,48.33826521,NA,0.95838873,11.04567123,0,0.86947421,2.5542439,0.55604976,7.29877813,22.179,17.963,78.210755,29.003015,25.829913,5.30680842,48.732977,29.477778,49.207739,22.903064,NA,NA,NA,NA,NA,NA,NA,"USD","2022-12-31","YE",NA,NA,0,78.24115375,5.44920712,-5.239507,2.672134,1.21268644,NA,1.02532988,-0.187357,-5.426863,-5.426863,-5.426863,-5.426863,0,0,2.46243391,7.911641,80.913288,NA,80.91328803,"aEowYLD","2022YE",2022,16,26,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"8.00%"
"2682",2681,"517527",7.811009,7.591958,9.736181,NA,8.475136,NA,52.111454,0,NA,2.203419,0,0.790166,8.760543,1.469791,12.72564,22.179,15.53104,77.685787,24.784167,18.489564,5.986237,42.781147,34.90464,52.90162,24.291583,0.106867,-0.500295,-0.001498,-4.108277,-7.905191,-0.500295,0.18132,"USD","2021-12-29","YE",0,NA,-0.237918,72.164745,5.305495,0.16928,3.559457,1.046653,NA,NA,-1.046653,-0.639455,-0.639455,-0.877373,-0.639455,5.317417,NA,0,8.707594,81.041619,3.402099,75.724202,"aEowYLD","2021YE",2021,14,35,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"4.70%"
"2683",2682,"517527",4.292946,7.697757,13.844458,NA,24.625191,NA,54.594944,0,NA,2.37626,0,1.276165,0,2.665508,13.726235,22.179,16.809298,84.00893,28.137821,31.294397,3.930098,48.103695,35.905235,55.871109,16.809298,0.522089,0.276205,0.152158,NA,NA,NA,-0.002251,"USD","2020-12-29","YE",0,NA,0.1026,70.267458,5.105856,2.779961,5.237961,1.349878,NA,0.002873,-1.347005,1.330356,1.330356,1.432956,1.330356,5.105856,NA,0,7.563856,80.611275,2.458,75.505419,"aEowYLD","2020YE",2020,32,31,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"1.23%"
"2684",2683,"517527",3.7708568,7.93662167,11.7593136,NA,13.83850351,NA,58.15501774,0,NA,1.84453469,0,0,0,2.36834823,13.60224903,22.179,29.06450853,84.29965256,26.14463482,19.453895,4.08035132,48.51840353,35.78124903,58.15501774,29.06450853,-5.38711376,1.471266,0.37111781,NA,NA,NA,0.22690136,"USD","2019-12-29","YE",0,NA,0.127536,93.68889897,5.64455007,6.22271466,9.66796643,1.555083,NA,0.03305781,-1.52202519,4.57315347,4.57315347,4.70068947,4.57315347,5.64455007,NA,0,9.08980184,109.0014155,3.44525177,103.3568654,"aEowYLD","2019YE",2019,47,43,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"1.81%"
"2685",2684,"517527",9.198935,8.163523,13.53255,NA,10.329688,NA,62.328302,0,NA,2.053094,0,0,0,3.234711,9.029096,22.179,38.920742,91.710555,29.382253,21.581717,4.451469,60.502459,31.208096,62.328302,38.920742,-4.661176,4.799445,-0.358806,NA,NA,NA,-0.095977,"USD","2018-12-29","YE",0,NA,0.393809,107.706659,5.664127,3.348569,7.495663,1.784631,NA,0.20202408,-1.58260692,1.37215308,1.37215308,1.76596208,1.37215308,5.664127,NA,0,9.811221,120.866449,4.147094,115.202322,"aEowYLD","2018YE",2018,32,36,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"2.44%"
"2686",2685,"517527",12.800529,11.183942,8.33122,NA,8.699304,NA,63.861215,0,NA,2.263726,0,0,15.516761,5.219856,9.307389,22.179,21.539262,92.305971,28.444756,23.763559,3.709738,60.819582,31.486389,63.861215,37.056023,-1.93591,6.894656,0.76585,NA,NA,NA,-6.232792,"USD","2018-06-29","Q2",0,NA,0.132576,108.523082,5.558192,4.264256,8.303314,1.235252,NA,0.404466,-0.830786,3.300894,3.300894,3.43347,3.300894,5.558192,NA,0,9.59725,122.384588,4.039058,116.826396,"aEowYLD","2018Q2",2018,42,44,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"2.44%"
"2687",2686,"517527",13.768484,8.067546,7.638524,NA,11.108565,NA,63.1929836,0,NA,1.677159,0,0,9.916399,4.854094,7.656942,22.179,21.539262,87.8458106,24.652827,26.554208,4.092663,58.009869,29.835942,63.1929836,31.455661,4.909343,16.75305,-1.201158,NA,NA,NA,-0.100792,"USD","2017-12-29","YE",0,NA,0.067958,96.855115,4.297253,2.782302,6.614146,1.038267,NA,0.240506,-0.797761,1.916583,1.916583,1.984541,1.916583,4.297253,NA,0,8.129097,107.766514,3.831844,103.469261,"aEowYLD","2017YE",2017,33,39,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"2.13%"
"2688",2687,"517527",11.66311913,12.68016143,7.82414681,NA,7.79897559,NA,60.29879484,0,NA,4.35192214,0,0,0,0.44290508,7.51697911,22.179,37.2811008,90.79109677,30.49230193,23.81401686,9.54508861,61.09511766,29.69597911,60.29879484,37.2811008,5.60795648,21.381978,-9.07151724,NA,NA,NA,-9.4268149,"USD","2017-06-29","Q2",0,NA,0.200994,86.93789256,3.49379266,2.43441846,6.30443542,0.92141,NA,2.2412273,1.3198173,3.55324176,3.55324176,3.75423576,3.55324176,3.49379266,NA,0,7.36380962,96.73612064,3.87001696,93.24232798,"aEowYLD","2017Q2",2017,32,42,"FHRx","A2, A3","Auto","P718396",NA,NA,NA,NA,"2.13%"
"2689",2688,"520426",12.36983402,14.024385,2.843355,0,11.66666703,NA,51.68692196,NA,1.41542679,2.10565947,0,1.24639219,0.14963862,NA,9.62989187,3,36.27679429,75.198485,22.265171,26.142161,3.982004,62.568593,12.629892,52.933314,36.426433,-2.501598,NA,0.163394,NA,NA,NA,12.126807,"USD","2023-12-31","YE",NA,NA,0,107.365406,NA,16.045304,26.780099,3.660958,NA,0.912607,-2.748351,13.296953,13.296953,13.296953,13.296953,0,0,10.734795,10.734795,134.145505,NA,134.145505,"AB13Oqa","2023YE",2023,76,74,"FHRx","A2","Auto","P764247",NA,NA,NA,NA,"4.12%"
"2690",2689,"520426",NA,NA,5.787841,0,14.833334,NA,NA,NA,20.623549,14.856026,3,53.196604,0.149639,NA,8.825534,0,37.943461,79.607994,26.41139,29.68936,NA,67.78246,11.825534,53.196604,38.0931,NA,NA,NA,NA,NA,NA,NA,"USD","2023-09-30","Q3",NA,NA,0.18654775,66.98000575,6.479738,10.474668,59.062906,3.144072,NA,NA,-16.380443,-6.092322,-6.092322,-5.905774,6.187437,0,13.2363705,42.1085,48.588238,126.042912,NA,126.042912,"AB13Oqa","2023Q3",2023,57,46,"FHRx","A2","Auto","P764247",NA,NA,NA,NA,"4.12%"
"2691",2690,"520426",14.871432,26.151192,0.860891,0,30.61666669,NA,52.473227,NA,15.59851,4.110055,0,0,1.195701,NA,3.123298,3,38.166667,95.08382,42.610593,49.598154,NA,88.960522,6.123298,52.473227,39.362368,NA,NA,NA,NA,NA,NA,NA,"USD","2022-12-31","YE",NA,NA,0.746191,101.519051,NA,6.631061,16.815053,1.496896,NA,NA,-3.944074,1.940796,1.940796,2.686987,1.940796,0,2.447178,10.183992,10.183992,118.334104,NA,118.334104,"AB13Oqa","2022YE",2022,52,38,"FHRx","A2","Auto","P764247",NA,NA,NA,NA,"8.00%"
