"","X.x","Supplier.Number","accountsPayable","accountsReceivable","bankCashBalances","bankOverdraft","debitOwnedWithinOneYear","financialAssets","fixedAssets","intangibleAssets","otherCurrentAssets","otherCurrentLiabilities","otherEquity","otherTermAssets","otherTermLiabilities","prepayments","retainedEarnings","subscribedCapital","termLoans","totalAssets","totalCurrentAssets","totalCurrentLiabilities","totalInventories","totalLiabilities","totalShareholderEquity","totalTermAssets","totalTermLiabilities","accountPayableAccrualFromCashFlow","capitalExpenditure","changeInInventoriesFromCashFlow","netChangeInCashAndCashEquivalents","netFundingCashFlow","netInvestingCashFlow","unbilledAccountsReceivableRevenueFromCashFlow","currency","financialDate","period","abnormalItems","amortization","companyTaxExpense","costOfGoodsSold","depreciation","earningsBeforeInterestAndTax","grossProfit","interestExpense","interestReceived","investmentIncome","netInvestmentIncome","netProfitAfterTax","netProfitAfterTaxAndMinorityInterests","netProfitBeforeTax","netSurplus","otherIncome","otherInvestmentExpense","otherOperatingExpense","totalOperatingExpense","totalOperatingRevenue","totalStaffCosts","salesRevenue","RRID","id","eqyYear","CHS","FHR","Data.Source","Group","Group.Classification","Parent.ID","X.y","count","USD.to.Other.Currency","X.Other.Currency.to.USD","Inflation.Rate...."
"41",40,"70260",NA,NA,789,NA,1644,NA,9353,NA,NA,NA,NA,NA,NA,NA,NA,NA,6832,22025,8204,7709,NA,17170,4855,NA,NA,NA,NA,NA,NA,-313,-878,NA,"USD","2024-06-30","Q2",-676,NA,79,NA,NA,74,NA,523,77,NA,NA,-358,NA,NA,NA,NA,NA,NA,NA,NA,NA,19365,"Ga0POwa","2024Q2",2024,21,25,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"2.90%"
"42",41,"70260",NA,NA,893,NA,783,NA,9432,NA,NA,NA,NA,NA,NA,NA,NA,NA,7483,21991,8062,7020,NA,17193,4798,NA,NA,NA,NA,NA,NA,-747,-810,NA,"USD","2024-03-31","Q1",-728,NA,17,NA,NA,-205,NA,531,83,NA,NA,-646,NA,NA,NA,NA,NA,NA,NA,NA,NA,19662,"Ga0POwa","2024Q1",2024,21,28,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"2.90%"
"43",42,"70260",NA,NA,902,NA,793,NA,9477,NA,NA,NA,NA,NA,NA,NA,NA,NA,6831,21582,7650,7147,NA,16745,4837,NA,NA,NA,NA,NA,NA,-333,-1035,NA,"USD","2023-12-31","YE",-738,NA,10,NA,NA,-246,NA,532,84,NA,NA,-687,NA,NA,NA,NA,NA,NA,NA,NA,NA,20066,"Ga0POwa","2023YE",2023,21,27,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"4.12%"
"44",43,"70260",NA,NA,1002,NA,599,NA,9175,NA,NA,NA,NA,NA,NA,NA,NA,NA,8067,22499,8677,6694,NA,17338,5161,NA,NA,NA,NA,NA,NA,-151,-1084,NA,"USD","2023-09-30","Q3",-353,NA,34,NA,NA,-57,NA,523,67,NA,NA,-496,NA,NA,NA,NA,NA,NA,NA,NA,NA,20324,"Ga0POwa","2023Q3",2023,21,28,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"4.12%"
"45",44,"70260",NA,NA,1049,NA,783,NA,9277,NA,NA,NA,NA,NA,NA,NA,NA,NA,8027,22814,8858,6940,NA,17541,5273,NA,NA,NA,NA,NA,NA,319,-1156,NA,"USD","2023-06-30","Q2",-214,NA,67,NA,NA,114,NA,502,57,NA,NA,-364,NA,NA,NA,NA,NA,NA,NA,NA,NA,20493,"Ga0POwa","2023Q2",2023,21,27,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"4.12%"
"46",45,"70260",NA,NA,1082,NA,807,NA,9299,NA,NA,NA,NA,NA,NA,NA,NA,NA,8204,23171,9213,6984,NA,17747,5424,NA,NA,NA,NA,NA,NA,668,-1070,NA,"USD","2023-03-31","Q1",-169,NA,151,NA,NA,495,NA,474,45,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,20838,"Ga0POwa","2023Q1",2023,21,28,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"4.12%"
"47",46,"70260",NA,NA,1227,NA,623,NA,9270,NA,NA,NA,NA,NA,NA,NA,NA,NA,7267,22431,8665,7140,NA,16965,5466,NA,NA,NA,NA,NA,NA,575,-914,NA,"USD","2022-12-31","YE",-148,NA,190,NA,NA,706,NA,451,34,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,20805,"Ga0POwa","2022YE",2022,25,30,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"8.00%"
"48",47,"70260",NA,NA,1243,NA,807,NA,8866,NA,NA,NA,NA,NA,NA,NA,NA,NA,7839,23378,9951,7459,NA,18128,5250,NA,NA,NA,NA,NA,NA,654,-950,NA,"USD","2022-09-30","Q3",-110,NA,-184,NA,NA,1016,NA,438,29,NA,NA,871,NA,NA,NA,NA,NA,NA,NA,NA,NA,20485,"Ga0POwa","2022Q3",2022,48,37,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"8.00%"
"49",48,"70260",NA,NA,1248,NA,835,NA,9049,NA,NA,NA,NA,NA,NA,NA,NA,NA,7569,22901,9223,7121,NA,17554,5347,NA,NA,NA,NA,NA,NA,621,-963,NA,"USD","2022-06-30","Q2",-62,NA,-189,NA,NA,1069,NA,425,24,NA,NA,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,20108,"Ga0POwa","2022Q2",2022,50,39,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"8.00%"
"50",49,"70260",NA,NA,1053,NA,920,NA,9279,NA,NA,NA,NA,NA,NA,NA,NA,NA,7450,22622,8563,6945,NA,17300,5322,NA,NA,NA,NA,NA,NA,2147,-2913,NA,"USD","2022-03-31","Q1",-54,NA,-244,NA,NA,951,NA,412,71,NA,NA,858,NA,NA,NA,NA,NA,NA,NA,NA,NA,18875,"Ga0POwa","2022Q1",2022,47,37,"Public","F3, HDM F3","Auto","P894700",NA,NA,NA,NA,"8.00%"
"51",50,"584281",NA,NA,307,NA,301,NA,948.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702.1,3838.8,1788.6,1167.9,NA,3170.5,668.3,NA,NA,NA,NA,NA,NA,-291,-47.3,NA,"USD","2024-06-30","Q2",-1141.9,NA,-92.3,NA,NA,-826.7,NA,87.2,6.6,NA,NA,-815,NA,NA,NA,NA,NA,NA,NA,NA,NA,4516,"XALle1A","2024Q2",2024,21,25,"Public","A3","Auto","P0",NA,NA,NA,NA,"2.90%"
"52",51,"584281",NA,NA,361.3,NA,303.8,NA,974.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1772.9,4614.8,1860.3,1188.3,NA,3325.3,1289.5,NA,NA,NA,NA,NA,NA,-305.1,-65.3,NA,"USD","2024-03-31","Q1",-446.5,NA,-40.6,NA,NA,-116.7,NA,87.9,5.3,NA,NA,-158.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4608.6,"XALle1A","2024Q1",2024,20,35,"Public","A3","Auto","P0",NA,NA,NA,NA,"2.90%"
"53",52,"584281",NA,NA,365.5,NA,318.3,NA,978.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679.6,4634.5,1881.4,1262.6,NA,3300.5,1334,NA,NA,NA,NA,NA,NA,-358.8,-91.3,NA,"USD","2023-12-31","YE",-446.6,NA,-36.6,NA,NA,-90.4,NA,88.4,5.4,NA,NA,-136.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4725.3,"XALle1A","2023YE",2023,20,36,"Public","A3","Auto","P0",NA,NA,NA,NA,"4.12%"
"54",53,"584281",NA,NA,273.9,NA,8.9,NA,976.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963,5077.6,1886.2,1009.1,NA,3441.7,1635.9,NA,NA,NA,NA,NA,NA,-417.7,-133.2,NA,"USD","2023-09-30","Q3",-0.7,NA,68.5,NA,NA,367.6,NA,90.4,4.7,NA,NA,213.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4806,"XALle1A","2023Q3",2023,51,57,"Public","A3","Auto","P0",NA,NA,NA,NA,"4.12%"
"55",54,"584281",NA,NA,272.4,NA,8.2,NA,1001.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.4,5144.3,1905.8,955.6,NA,3475.7,1668.6,NA,NA,NA,NA,NA,NA,-303.7,-205.8,NA,"USD","2023-06-30","Q2",0,NA,72.5,NA,NA,389.4,NA,88.9,4,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,4925,"XALle1A","2023Q2",2023,54,59,"Public","A3","Auto","P0",NA,NA,NA,NA,"4.12%"
"56",55,"584281",NA,NA,344.5,NA,8.9,NA,1007.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2108.9,5270,2014.8,968.6,NA,3602.9,1667.1,NA,NA,NA,NA,NA,NA,-264.7,-201.3,NA,"USD","2023-03-31","Q1",0,NA,80.8,NA,NA,436.7,NA,86.9,4,NA,NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,5038,"XALle1A","2023Q1",2023,58,63,"Public","A3","Auto","P0",NA,NA,NA,NA,"4.12%"
"57",56,"584281",NA,NA,316.5,NA,29,NA,971.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074.2,5186.1,1958,968.1,NA,3544.7,1641.4,NA,NA,NA,NA,NA,NA,-286.2,-181.2,NA,"USD","2022-12-31","YE",0,NA,93.7,NA,NA,485,NA,85.5,4.1,NA,NA,309.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5146.7,"XALle1A","2022YE",2022,62,65,"Public","A3","Auto","P0",NA,NA,NA,NA,"8.00%"
"58",57,"584281",NA,NA,226.2,NA,7.4,NA,932,NA,NA,NA,NA,NA,NA,NA,NA,NA,2133.6,5175.2,2001,965,NA,3612.4,1562.8,NA,NA,NA,NA,NA,NA,-206.9,-162.7,NA,"USD","2022-09-30","Q3",-0.7,NA,105.7,NA,NA,546,NA,81,3.4,NA,NA,362.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5283.8,"XALle1A","2022Q3",2022,66,67,"Public","A3","Auto","P0",NA,NA,NA,NA,"8.00%"
"59",58,"584281",NA,NA,269.9,NA,301.3,NA,939.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789.5,5230.6,2091.8,1331.4,NA,3616,1614.6,NA,NA,NA,NA,NA,NA,-218.8,-95.3,NA,"USD","2022-06-30","Q2",8.6,NA,112.3,NA,NA,577,NA,79.5,3.2,NA,NA,388.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5308.6,"XALle1A","2022Q2",2022,67,64,"Public","A3","Auto","P0",NA,NA,NA,NA,"8.00%"
"60",59,"584281",NA,NA,327.3,NA,301.3,NA,959.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1803.1,5341.8,2138,1351.2,NA,3670.4,1671.4,NA,NA,NA,NA,NA,NA,-139,-192.6,NA,"USD","2022-03-31","Q1",10.2,NA,125.4,NA,NA,605.9,NA,77.9,2.9,NA,NA,405.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5244,"XALle1A","2022Q1",2022,67,64,"Public","A3","Auto","P0",NA,NA,NA,NA,"8.00%"
"61",60,"510176",NA,NA,260.24195,NA,0,308.05178,679.48696,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2738.28506,1083.88385,304.7285,NA,337.98554,2400.29953,NA,NA,NA,NA,NA,NA,-256.9346,-275.09994,NA,"USD","2024-06-30","Q2",NA,NA,73.42043,NA,NA,499.42134,NA,NA,NA,NA,NA,415.94077,NA,NA,NA,NA,NA,NA,NA,NA,NA,2328.13188,"dJO0ZRa","2024Q2",2024,66,87,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"2.90%"
"62",61,"510176",NA,NA,249.00453,NA,0,311.02841,664.78893,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2713.21457,1072.5947,304.41122,NA,336.85078,2376.36379,NA,NA,NA,NA,NA,NA,-234.49807,-282.16216,NA,"USD","2024-03-31","Q1",NA,NA,77.57827,NA,NA,511.8267,NA,NA,NA,NA,NA,439.05573,NA,NA,NA,NA,NA,NA,NA,NA,NA,2338.67895,"dJO0ZRa","2024Q1",2024,66,88,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"2.90%"
"63",62,"510176",NA,NA,226.43502,NA,0,299.08088,652.87767,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2611.43755,997.73815,271.60898,NA,298.92048,2312.51707,NA,NA,NA,NA,NA,NA,-230.15289,-299.41632,NA,"USD","2023-12-31","YE",NA,NA,76.5779,NA,NA,495.73104,NA,NA,NA,NA,NA,428.40327,NA,NA,NA,NA,NA,NA,NA,NA,NA,2299.21504,"dJO0ZRa","2023YE",2023,66,88,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"4.12%"
"64",63,"510176",NA,NA,260.63363,NA,0,272.61554,606.18074,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2558.31884,1055.45183,274.4055,NA,289.86503,2268.45381,NA,NA,NA,NA,NA,NA,-189.31627,-242.49509,NA,"USD","2023-09-30","Q3",NA,NA,66.90897,NA,NA,457.07426,NA,NA,NA,NA,NA,397.6274,NA,NA,NA,NA,NA,NA,NA,NA,NA,2203.73022,"dJO0ZRa","2023Q3",2023,65,87,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"4.12%"
"65",64,"510176",NA,NA,237.6656,NA,0,239.62147,596.69434,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2487.10709,1025.30643,276.06202,NA,291.15777,2195.94933,NA,NA,NA,NA,NA,NA,-186.49611,-235.91638,NA,"USD","2023-06-30","Q2",NA,NA,60.66058,NA,NA,421.44929,NA,NA,NA,NA,NA,365.55798,NA,NA,NA,NA,NA,NA,NA,NA,NA,2121.51843,"dJO0ZRa","2023Q2",2023,64,86,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"4.12%"
"66",65,"510176",NA,NA,215.45216,NA,0,229.39882,575.27602,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2433.34784,1005.04119,297.03073,NA,310.09219,2123.25565,NA,NA,NA,NA,NA,NA,-160.32149,-243.09086,NA,"USD","2023-03-31","Q1",NA,NA,53.61578,NA,NA,379.95086,NA,NA,NA,NA,NA,328.80698,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001.46858,"dJO0ZRa","2023Q1",2023,63,85,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"4.12%"
"67",66,"510176",NA,NA,214.75464,NA,0,202.33198,550.03304,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2327.22992,948.65238,250.55275,NA,261.4371,2065.79282,NA,NA,NA,NA,NA,NA,-209.01905,-172.73851,NA,"USD","2022-12-31","YE",NA,NA,50.96572,NA,NA,370.00612,NA,NA,NA,NA,NA,318.75736,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918.95804,"dJO0ZRa","2022YE",2022,63,85,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"8.00%"
"68",67,"510176",NA,NA,222.93372,NA,0,194.10998,526.68079,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2311.32306,989.32328,265.16464,NA,277.2774,2034.04566,NA,NA,NA,NA,NA,NA,-196.2122,-149.96333,NA,"USD","2022-09-30","Q3",NA,NA,46.87238,NA,NA,363.84713,NA,NA,NA,NA,NA,316.76841,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845.1518,"dJO0ZRa","2022Q3",2022,63,85,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"8.00%"
"69",68,"510176",NA,NA,269.37247,NA,0,197.64431,488.91396,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2284.45423,991.88673,286.17189,NA,297.87975,1986.57448,NA,NA,NA,NA,NA,NA,-270.91808,-111.92869,NA,"USD","2022-06-30","Q2",NA,NA,46.59971,NA,NA,365.22052,NA,NA,NA,NA,NA,320.77296,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751.11384,"dJO0ZRa","2022Q2",2022,63,85,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"8.00%"
"70",69,"510176",NA,NA,279.70841,NA,0,175.82403,468.40906,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2180.38249,955.53127,239.22317,NA,251.41359,1928.9689,NA,NA,NA,NA,NA,NA,-388.96744,-74.54201,NA,"USD","2022-03-31","Q1",NA,NA,49.50543,NA,NA,379.35418,NA,NA,NA,NA,NA,334.87498,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715.69587,"dJO0ZRa","2022Q1",2022,65,87,"Public","F0, F2, HDM F2","Auto","P753990",NA,NA,NA,NA,"8.00%"
"71",70,"580167",NA,NA,519.9,NA,27.2,NA,1793.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694.8,5336.7,2105.4,1255.1,NA,4727.1,609.6,NA,NA,NA,NA,NA,NA,-176.6,-201.5,NA,"USD","2024-06-30","Q2",-21.6,NA,36.9,NA,NA,214.6,NA,197.9,28.8,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6254.1,"mDbPQoa","2024Q2",2024,50,55,"Public","PU","Auto","P634429",NA,NA,NA,NA,"2.90%"
"72",71,"580167",NA,NA,469.8,NA,25,NA,1811.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2735,5371.1,2093.2,1235.6,NA,4749.7,621.4,NA,NA,NA,NA,NA,NA,-172.4,-202.2,NA,"USD","2024-03-31","Q1",-24.2,NA,25,NA,NA,186.2,NA,200.2,28.6,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,6192.5,"mDbPQoa","2024Q1",2024,46,52,"Public","PU","Auto","P634429",NA,NA,NA,NA,"2.90%"
"73",72,"580167",NA,NA,519.9,NA,28.2,NA,1876.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2839.2,5356.3,2006.6,1201.6,NA,4751.4,604.9,NA,NA,NA,NA,NA,NA,-205.5,-184.5,NA,"USD","2023-12-31","YE",-26.5,NA,9.1,NA,NA,145.3,NA,201.7,26.2,NA,NA,-33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6079.5,"mDbPQoa","2023YE",2023,42,50,"Public","PU","Auto","P634429",NA,NA,NA,NA,"4.12%"
"74",73,"580167",NA,NA,615.6,NA,24.5,NA,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,2833.9,5475,2139.2,1248.7,NA,4861.3,613.7,NA,NA,NA,NA,NA,NA,-177.6,-172.3,NA,"USD","2023-09-30","Q3",-20.1,NA,7.4,NA,NA,171.3,NA,193.8,24.3,NA,NA,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6009.2,"mDbPQoa","2023Q3",2023,46,55,"Public","PU","Auto","P634429",NA,NA,NA,NA,"4.12%"
"75",74,"580167",NA,NA,511.1,NA,16.3,NA,1921.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2853.9,5507.4,2109.6,1233.6,NA,4862.6,644.8,NA,NA,NA,NA,NA,NA,-217.9,-170.7,NA,"USD","2023-06-30","Q2",-26.8,NA,3.7,NA,NA,207.4,NA,187.8,22.6,NA,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5992.5,"mDbPQoa","2023Q2",2023,53,58,"Public","PU","Auto","P634429",NA,NA,NA,NA,"4.12%"
"76",75,"580167",NA,NA,465.7,NA,49.6,NA,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,2847.7,5452.9,2004.5,1198,NA,4831.2,621.7,NA,NA,NA,NA,NA,NA,-227.6,-242.2,NA,"USD","2023-03-31","Q1",-21.1,NA,-1,NA,NA,214.7,NA,180.3,19.9,NA,NA,58.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5860.1,"mDbPQoa","2023Q1",2023,55,59,"Public","PU","Auto","P634429",NA,NA,NA,NA,"4.12%"
"77",76,"580167",NA,NA,511.5,NA,88.9,NA,2010.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2937.5,5469.4,1993.4,1199.3,NA,4842.1,627.3,NA,NA,NA,NA,NA,NA,-217.2,-243,NA,"USD","2022-12-31","YE",-48.5,NA,2,NA,NA,225.6,NA,174.5,17,NA,NA,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5802.4,"mDbPQoa","2022YE",2022,56,60,"Public","PU","Auto","P634429",NA,NA,NA,NA,"8.00%"
"78",77,"580167",NA,NA,472.3,NA,19.2,NA,2017.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2974.1,5679.6,2055.5,1214.3,NA,5193.1,486.5,NA,NA,NA,NA,NA,NA,-155,-263.6,NA,"USD","2022-09-30","Q3",-47,NA,-4.4,NA,NA,210.7,NA,176.7,14.3,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5644.8,"mDbPQoa","2022Q3",2022,50,56,"Public","PU","Auto","P634429",NA,NA,NA,NA,"8.00%"
"79",78,"580167",NA,NA,501.4,NA,14.1,NA,2096.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3034.8,5768.7,2055.8,1213.7,NA,5299.5,469.2,NA,NA,NA,NA,NA,NA,-247.9,-237,NA,"USD","2022-06-30","Q2",-57.6,NA,-12.3,NA,NA,183.6,NA,181.6,11.6,NA,NA,-24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5322.7,"mDbPQoa","2022Q2",2022,46,53,"Public","PU","Auto","P634429",NA,NA,NA,NA,"8.00%"
"80",79,"580167",NA,NA,529.9,NA,21,NA,2067.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3062,5725,2040.9,1153.7,NA,5240.5,484.5,NA,NA,NA,NA,NA,NA,-349.5,-152,NA,"USD","2022-03-31","Q1",-73,NA,-10.5,NA,NA,183.3,NA,188.8,11,NA,NA,-31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5167.7,"mDbPQoa","2022Q1",2022,45,53,"Public","PU","Auto","P634429",NA,NA,NA,NA,"8.00%"
"81",80,"142060",NA,NA,408,NA,455,564,2364,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540,8010,3703,3785,NA,5699,2311,NA,NA,NA,NA,NA,NA,-591,-588,NA,"USD","2024-06-30","Q2",-107,NA,150,NA,NA,869,NA,103,14,NA,NA,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,10567,"Ra7kXma","2024Q2",2024,75,68,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"2.90%"
"82",81,"142060",NA,NA,569,NA,310,564,2369,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,8324,4011,3658,NA,5882,2442,NA,NA,NA,NA,NA,NA,-698,-566,NA,"USD","2024-03-31","Q1",-203,NA,136,NA,NA,757,NA,100,17,NA,NA,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,10597,"Ra7kXma","2024Q1",2024,71,65,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"2.90%"
"83",82,"142060",NA,NA,498,NA,538,107,2368,NA,NA,NA,NA,NA,NA,NA,NA,NA,1324,8332,3974,4035,NA,5762,2570,NA,NA,NA,NA,NA,NA,-490,-569,NA,"USD","2023-12-31","YE",-212,NA,123,NA,NA,690,NA,93,13,NA,NA,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,10475,"Ra7kXma","2023YE",2023,68,61,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"4.12%"
"84",83,"142060",NA,NA,475,NA,590,500,2229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277,7987,3879,3851,NA,5501,2486,NA,NA,NA,NA,NA,NA,-374,-585,NA,"USD","2023-09-30","Q3",-108,NA,188,NA,NA,683,NA,87,13,NA,NA,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,10059,"Ra7kXma","2023Q3",2023,69,62,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"4.12%"
"85",84,"142060",NA,NA,475,NA,481,484,2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,7959,3898,3756,NA,5402,2557,NA,NA,NA,NA,NA,NA,-237,-596,NA,"USD","2023-06-30","Q2",-105,NA,168,NA,NA,622,NA,78,12,NA,NA,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,9765,"Ra7kXma","2023Q2",2023,66,60,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"4.12%"
"86",85,"142060",NA,NA,713,NA,577,528,2214,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601,8185,4061,3529,NA,5544,2641,NA,NA,NA,NA,NA,NA,-157,-611,NA,"USD","2023-03-31","Q1",11,NA,176,NA,NA,652,NA,66,7,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,9211,"Ra7kXma","2023Q1",2023,65,56,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"4.12%"
"87",86,"142060",NA,NA,594,NA,711,157,2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054,7717,3714,3642,NA,5091,2626,NA,NA,NA,NA,NA,NA,-531,-485,NA,"USD","2022-12-31","YE",20,NA,178,NA,NA,659,NA,60,6,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842,"Ra7kXma","2022YE",2022,67,59,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"8.00%"
"88",87,"142060",NA,NA,483,NA,692,NA,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,7334,3587,3458,NA,4843,2491,NA,NA,NA,NA,NA,NA,-472,-472,NA,"USD","2022-09-30","Q3",20,NA,163,NA,NA,604,NA,55,5,NA,NA,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,8626,"Ra7kXma","2022Q3",2022,66,58,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"8.00%"
"89",88,"142060",NA,NA,327,NA,559,NA,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,7030,3285,3061,NA,4472,2558,NA,NA,NA,NA,NA,NA,-602,-421,NA,"USD","2022-06-30","Q2",20,NA,143,NA,NA,532,NA,54,4,NA,NA,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,8171,"Ra7kXma","2022Q2",2022,61,54,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"8.00%"
"90",89,"142060",NA,NA,938,NA,347,NA,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647,7769,3923,3073,NA,5095,2674,NA,NA,NA,NA,NA,NA,-565,-378,NA,"USD","2022-03-31","Q1",0,NA,153,NA,NA,571,NA,57,5,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,8112,"Ra7kXma","2022Q1",2022,61,56,"Public","A3, HDM F0","Auto","P778641",NA,NA,NA,NA,"8.00%"
"91",90,"50510",NA,NA,318.5,NA,992.5,NA,2078.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5602.4,22454.2,6785,5342.8,NA,13732.3,8721.9,NA,NA,NA,NA,NA,NA,-1783.9,388.9,NA,"USD","2024-06-29","Q2",-554.2,NA,161.5,NA,NA,238.7,NA,536.7,188.4,NA,NA,-271.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15584.3,"eaRq4zJ","2024Q2",2024,15,35,"Public","A1, A3, F0, GEN 2, HDM A3","Auto","P317675",NA,NA,NA,NA,"2.90%"
