,2020 Q3,2020 YE,2021 Q1,2021 Q2,2021 Q3,2021 YE,2022 Q1,2022 Q2,2022 Q3,2022 YE,2023 Q1,2023 Q2,2023 Q3,2023 YE,2024 Q1,2024 Q2,2024 Q3,2024 YE,2025 Q1,2025 Q2,FHR Delta Qtr,FHR Delta An,Period End*,Period End Date,Current FHR,Simulated FHR,PD (%),Data Source,Group,Group Classification,Parent ID,Supplier Number,Key
972,64,65,66,70,71,74,73,69,68,64,58,57,60,63,63,66,67,68,,,1,5,"2024, YE",6/30/2024 0:00,68,69,0.039,Public,CommonAuto,Auto,P658210,519118,
976,57,64,49,58,53,66,42,43,46,49,,55,,55,,,,,,,,6,"2023, YE",9/30/2023 0:00,55,55,0.1744,FHRx,A2,Auto,P0,519652,
987,,80,,88,,88,,82,,85,,84,,55,,27,,,,,,-57,"2024, Q2",6/30/2024 0:00,27,27,4.2678,Public,A1,Auto,P318484,520424,127
995,89,87,89,88,87,87,87,88,87,86,85,84,84,84,83,84,84,85,84,,-1,1,"2025, Q1",6/30/2024 0:00,84,84,0.0034,Public,"A3, HDM A3",Auto,P365379,161400,118
996,,,,,,66,,,,56,,,,48,60,,,62,,,,14,"2024, YE",3/31/2024 0:00,62,62,0.0798,FHRx,"F0, HDM F0",Auto,P793437,161020,189
997,34,39,,40,,44,,45,,50,,47,,52,,47,,,,,,0,"2024, Q2",6/30/2024 0:00,47,50,0.4149,Public,"A1, F3",Auto,P178180,583863,39
998,,76,,71,,42,,,,61,64,,,73,,,,,,,,12,"2023, YE",12/31/2023 0:00,73,73,0.0203,FHRx,A3,Auto,P891890,090923P,183
1000,,76,,71,,42,,,,61,64,,,73,,,,,,,,12,"2023, YE",12/31/2023 0:00,73,73,0.0203,FHRx,F3,Auto,P891890,503400,
1001,,76,,71,,42,,,,61,64,,,73,,,,,,,,12,"2023, YE",12/31/2023 0:00,73,73,0.0203,FHRx,"F3, HDM A1",Auto,P891890,90923,
999,,36,,,30,25,,,17,18,18,18,,19,18,18,,,,,0,0,"2024, Q2",6/30/2024 0:00,18,18,15.489,FHRx,"A2, HDM A3",Auto,P403234,203210,135
1002,53,68,63,73,69,59,49,42,51,44,43,40,38,40,39,44,,,,,5,4,"2024, Q2",6/30/2024 0:00,44,44,0.5751,Public,A2,Auto,P681782,521406,98
1006,,,,,,25,,,,22,,,,22,,21,,,,,,,"2024, Q2",9/30/2023 0:00,21,21,9.8403,FHRx,F3,Auto,P771900,82610,
1013,,,,,,,,,,44,,,,37,,,35,32,29,,-3,,"2025, Q1",6/30/2024 0:00,29,37,3.2935,FHRx,F3,Auto,P771900,082610P,331
1015,,,,,,,,,,44,,,,37,,,35,32,29,,-3,,"2025, Q1",6/30/2024 0:00,29,37,3.2935,FHRx,"A1, F3, HDM A1",Auto,P771900,81722,
1016,,,,,,,,,,44,,,,37,,,35,32,29,,-3,,"2025, Q1",6/30/2024 0:00,29,37,3.2935,FHRx,"F0, F3",Auto,P771900,82610,
1018,,,,,,,,,,44,,,,37,,,35,32,29,,-3,,"2025, Q1",6/30/2024 0:00,29,37,3.2935,FHRx,"F0, F3",Auto,P771900,82610,
1019,74,,,,,80,,,,84,,,,85,,,,,,,,1,"2023, YE",12/31/2023 0:00,85,85,0.0027,FHRx,A2,Auto,P0,517691,
1024,,86,,,,78,,,,94,,,,43,,,,,,,,-51,"2023, YE",12/31/2023 0:00,43,43,0.6416,FHRx,A3,Auto,P0,519707,115
1026,,79,,,,83,,,,42,,,,44,39,,,,,,-5,,"2024, Q1",12/30/2023 0:00,39,39,1.0013,FHRx,A3,Auto,P0,507817,253
1028,32,32,32,33,35,43,41,42,42,40,40,40,42,32,37,42,,,,,5,2,"2024, Q2",6/30/2024 0:00,42,43,0.7165,Public,HDM F3,Auto,P537216,587133,51
1037,32,32,32,33,35,43,41,42,42,40,40,40,42,32,37,42,,,,,5,2,"2024, Q2",6/30/2024 0:00,42,43,0.7165,Public,"A1, HDM A1",Auto,P537216,191910,
1036,,46,,,,23,,,,17,,,,17,,48,67,79,,,12,62,"2024, YE",3/31/2024 0:00,79,79,0.0083,FHRx,PU,Auto,P987660,501972,292
1038,79,79,78,75,75,70,78,80,80,80,78,78,81,84,81,,,,,,,3,"2024, Q1",6/30/2023 0:00,81,83,0.0059,Public,HDM A1,Auto,P854811,521487P,108
1041,79,79,78,75,75,70,78,80,80,80,78,78,81,84,81,,,,,,,3,"2024, Q1",6/30/2023 0:00,81,83,0.0059,Public,"A1, PU, HDM A1",Auto,P854811,181264,
1040,,,,42,,,61,,,,,,,49,,,,56,,,,7,"2024, YE",3/31/2024 0:00,56,56,0.1563,FHRx,"F2, HDM F3",Auto,P108319,510119,259
1043,,72,,,,74,,,,66,,,,73,,,,,,,,7,"2023, YE",12/31/2023 0:00,73,73,0.0203,Public,F3,Auto,P233450,519381,71
1048,,72,,,,74,,,,66,,,,73,,,,,,,,7,"2023, YE",12/31/2023 0:00,73,73,0.0203,Public,"F0, F2, F3, PU, HDM F3",Auto,P233450,181156,
1047,,33,,,,42,,,,30,,,,35,,,,,,,,5,"2023, YE",12/31/2023 0:00,35,35,1.5853,FHRx,A2,Auto,P0,521751,139
1050,,45,,,,41,,,,47,,,,74,,,,,,,,27,"2023, YE",12/31/2023 0:00,74,74,0.0177,FHRx,"A1, A2, GEN 2, HDM A1",Auto,P785669,181050,
1052,,15,,,,13,,,23,17,,,,27,,,,,,,,10,"2023, YE",3/31/2023 0:00,27,27,4.2678,FHRx,"A1, HDM F1",Auto,P518984,60848,
1055,,,,,,75,,,58,46,,,78,87,,,,,,,9,41,"2023, YE",12/31/2023 0:00,87,87,0.0017,FHRx,A2,Auto,P0,510551,217
1058,34,36,38,36,36,34,33,33,33,42,41,43,46,47,49,50,,,,,,7,"2024, Q2",6/30/2024 0:00,50,51,0.3,Public,F3,Auto,P922721,512065,101
1067,,64,,77,,69,,62,,45,,,,40,,,,,,,,-5,"2023, YE",12/31/2023 0:00,40,40,0.8948,FHRx,"A1, HDM F1",Auto,P224302,515922,246
1074,75,76,76,78,79,79,80,80,80,79,78,76,73,70,70,72,,,,,2,-4,"2024, Q2",6/30/2024 0:00,72,72,0.0233,Public,F0,Auto,P444114,586934,31
1077,,73,,50,,65,,73,,53,,51,,65,,60,,69,,,,4,"2024, YE",3/31/2024 0:00,69,70,0.0344,Public,"F2, HDM A2",Auto,P542816,500045P,70
1080,,73,,50,,65,,73,,53,,51,,65,,60,,69,,,,4,"2024, YE",3/31/2024 0:00,69,70,0.0344,Public,"F3, HDM A2",Auto,P542816,502823P,126
1081,,73,,50,,65,,73,,53,,51,,65,,60,,69,,,,4,"2024, YE",3/31/2024 0:00,69,70,0.0344,Public,"F2, F3",Auto,P542816,504857,
1082,29,28,27,23,23,18,30,29,28,26,26,27,26,28,27,27,,,,,0,0,"2024, Q2",6/30/2024 0:00,27,27,4.2678,Public,"A3, HDM F1",Auto,P0,192569,136
1084,,,,,,17,,14,,17,17,18,,38,,,,,,,,21,"2023, YE",12/31/2023 0:00,38,38,1.1216,FHRx,"F3, HDM F3",Auto,P964743,81140,295
1090,36,60,58,36,53,67,81,87,75,54,41,37,37,42,47,60,68,70,76,,6,29,"2025, Q1",6/30/2024 0:00,76,76,0.0132,Public,"A1, F3, HDM F3",Auto,P964743,081140P,
1092,36,60,58,36,53,67,81,87,75,54,41,37,37,42,47,60,68,70,76,,6,29,"2025, Q1",6/30/2024 0:00,76,76,0.0132,Public,HDM F3,Auto,P964743,194160P,
1093,,,,,,,,,,47,,,,68,,,,,,,,21,"2023, YE",12/31/2023 0:00,68,68,0.039,FHRx,HDM F3,Auto,P964743,194160,301
1094,51,55,65,80,85,84,80,76,76,79,72,75,75,68,71,66,,,,,,-9,"2024, Q2",6/30/2024 0:00,66,66,0.0498,Public,GEN 2,Auto,P110667,589296,
1103,51,55,65,80,85,84,80,76,76,79,72,75,75,68,71,66,,,,,,-9,"2024, Q2",6/30/2024 0:00,66,66,0.0498,Public,"A1, F3, HDM F1",Auto,P110667,582640,
1100,51,55,65,80,85,84,80,76,76,79,72,75,75,68,71,66,,,,,,-9,"2024, Q2",6/30/2024 0:00,66,66,0.0498,Public,"A1, F3, PU, GEN 2, HDM F1",Auto,P110667,91290,
1098,51,55,65,80,85,84,80,76,76,79,72,75,75,68,71,66,,,,,,-9,"2024, Q2",6/30/2024 0:00,66,66,0.0498,Public,PU,Auto,P110667,585055,
1101,,69,,,,84,,,82,49,53,,,60,,,,,,,,11,"2023, YE",12/31/2023 0:00,60,60,0.1002,FHRx,A2,Auto,P0,508408,
1107,73,75,71,71,68,68,71,72,69,69,68,69,72,73,74,74,73,74,73,,-1,-1,"2025, Q1",6/30/2024 0:00,73,73,0.0203,Public,A3,Auto,P893748,510590P,142
1108,79,81,66,52,72,74,50,50,74,70,70,,,70,,,,,,,,0,"2023, YE",12/31/2023 0:00,70,70,0.0303,FHRx,A3,Auto,P893748,510590,276
1109,,41,,53,,58,,56,,62,,64,,61,,58,,,,,,-6,"2024, Q2",6/30/2024 0:00,58,58,0.1253,Public,F3,Auto,P397518,577942,29
1114,51,44,54,57,58,57,55,52,52,50,53,55,53,45,45,40,,,,,-5,-15,"2024, Q2",6/30/2024 0:00,40,46,0.8948,Public,"A1, A3, GEN 2, HDM F1",Auto,P862094,201540,
1116,,67,,,,84,,,,25,,36,,63,,,,,,,,38,"2023, YE",12/31/2023 0:00,63,63,0.0711,FHRx,"A2, A3, F2, HDM A3",Auto,P0,192445,157
1117,88,89,90,91,90,82,84,83,80,83,80,79,83,89,92,91,,,,,-1,12,"2024, Q2",6/30/2024 0:00,91,91,0.001,Public,A3,Auto,P491003,584538,
1123,25,23,26,28,27,34,28,25,23,26,25,24,27,28,26,30,,,,,4,6,"2024, Q2",6/30/2024 0:00,30,30,2.9043,Public,"A2, A3",Auto,P547247,583417P,137
1125,61,60,,,66,76,,68,70,68,,,,52,,32,,,,,,,"2024, Q2",6/30/2024 0:00,32,32,2.2681,FHRx,"A2, F2, HDM A2",Auto,P599352,192962,179
1127,,,64,42,55,59,57,57,,83,,,,85,,,,,,,,2,"2023, YE",12/31/2023 0:00,85,85,0.0027,FHRx,A2,Auto,P599352,519181,330
1128,51,66,55,59,,42,47,51,,67,,,,38,40,,,,,,2,,"2024, Q1",3/31/2024 0:00,40,40,0.8948,FHRx,F0,Auto,P897970,193180,
1130,49,50,45,34,34,35,36,45,45,54,54,50,50,46,48,49,48,47,48,,1,0,"2025, Q1",6/30/2024 0:00,48,48,0.3724,Public,F0,Auto,P897970,193180P,
1132,,82,,83,,82,,80,,84,,67,,73,,74,,,,,,7,"2024, Q2",6/30/2024 0:00,74,74,0.0177,Public,HDM A3,Auto,P865444,520568,59
1136,,82,,83,,82,,80,,84,,67,,73,,74,,,,,,7,"2024, Q2",6/30/2024 0:00,74,74,0.0177,Public,"A2, HDM A3",Auto,P865444,101034,
1134,,82,,83,,82,,80,,84,,67,,73,,74,,,,,,7,"2024, Q2",6/30/2024 0:00,74,74,0.0177,Public,"A2, HDM A3",Auto,P865444,509591,
1135,32,36,41,,,61,,61,62,67,,71,,79,,,,,,,,12,"2023, YE",12/31/2023 0:00,79,82,0.0083,Public,GEN 2,Auto,P995555,583828,64
1141,,,,,,,,,,,,,,40,,,,79,,,,39,"2024, YE",3/31/2024 0:00,79,79,0.0083,FHRx,F3,Auto,P0,519011,320
1148,57,53,54,42,42,41,35,54,55,57,59,60,63,61,55,51,,,,,-4,-9,"2024, Q2",6/30/2024 0:00,51,57,0.2693,Public,"A2, A3, HDM A3",Auto,P668552,33198,2
1149,57,58,57,55,56,58,51,50,50,50,49,49,49,49,47,46,47,51,48,,-3,1,"2025, Q1",6/30/2024 0:00,48,48,0.3724,Public,F0,Auto,P949630,503115,17
1150,,60,,56,,54,,55,,41,,,,54,,,,,,,,13,"2023, YE",12/31/2023 0:00,54,54,0.1945,FHRx,A1,Auto,P0,197380,
1154,,85,87,,,89,,,83,85,,,,87,,,,,,,,2,"2023, YE",9/30/2023 0:00,87,87,0.0017,FHRx,A1,Auto,P0,511666,141
1157,64,57,61,62,75,73,75,72,75,76,80,79,82,76,76,49,49,,,,0,-33,"2024, Q3",6/30/2024 0:00,49,50,0.3343,Public,"A2, F2, HDM F3",Auto,P605209,193020,96
1161,64,57,61,62,75,73,75,72,75,76,80,79,82,76,76,49,49,,,,0,-33,"2024, Q3",6/30/2024 0:00,49,50,0.3343,Public,F3,Auto,P0,592723,
1163,55,62,66,69,66,50,42,34,31,28,27,28,31,32,30,35,,,,,5,7,"2024, Q2",6/29/2024 0:00,35,37,1.5853,Public,"A1, A3, F0, GEN 2, HDM A3",Auto,P317675,50510,10
1166,89,84,80,79,81,84,86,85,84,82,81,82,82,84,86,85,86,85,82,,-3,-4,"2025, Q1",6/30/2024 0:00,82,84,0.0049,Public,"A3, F2, HDM F2",Auto,P498560,190650P,
1169,,74,,,,69,,,,47,,,,64,,,,67,,,,3,"2024, YE",3/31/2024 0:00,67,67,0.0441,FHRx,"A3, F2, HDM F2",Auto,P498560,190650,282
1173,59,55,56,62,64,81,71,66,65,61,62,60,50,52,44,51,51,66,,,15,14,"2024, YE",6/30/2024 0:00,66,66,0.0498,Public,F2,Auto,P452381,581297,27
1183,59,55,56,62,64,81,71,66,65,61,62,60,50,52,44,51,51,66,,,15,14,"2024, YE",6/30/2024 0:00,66,66,0.0498,Public,F2,Auto,P452381,509941,
1182,46,60,39,39,35,33,39,40,45,49,52,52,54,51,50,49,49,46,47,,1,-3,"2025, Q1",6/30/2024 0:00,47,48,0.4149,Public,F3,Auto,P134978,517099,
1188,51,53,49,50,51,50,54,53,49,47,46,46,46,47,47,48,51,52,53,,1,6,"2025, Q1",6/30/2024 0:00,53,56,0.2168,Public,A1,Auto,P261415,50975,25
1190,51,53,49,50,51,50,54,53,49,47,46,46,46,47,47,48,51,52,53,,1,6,"2025, Q1",6/30/2024 0:00,53,56,0.2168,Public,"F0, PU, HDM F2",Auto,P261415,191630,
1194,43,49,38,32,35,35,46,47,40,31,30,31,39,45,52,60,65,65,63,,-2,11,"2025, Q1",6/30/2024 0:00,63,63,0.0711,Public,"A2, F3, HDM F3",Auto,P766895,41020,
1197,,,,,,29,21,,,15,,16,17,15,,16,,,,,,0,"2024, Q2",6/30/2024 0:00,16,16,21.2071,FHRx,A1,Auto,P181232,194190,220
1200,66,59,61,47,44,46,54,51,49,48,51,47,46,36,35,34,31,31,30,,-1,-5,"2025, Q1",6/30/2024 0:00,30,30,2.9043,Public,A1,Auto,P181232,194190P,73
1201,,40,,56,,48,,43,,32,,35,,45,,,,,,,,13,"2023, YE",12/31/2023 0:00,45,45,0.5158,Public,F3,Auto,P440703,518763,113
1205,55,60,51,44,48,47,64,72,71,70,63,57,48,41,41,47,49,67,66,,-1,25,"2025, Q1",6/30/2024 0:00,66,74,0.0498,Public,A1,Auto,P196535,503258P,
1210,38,34,57,64,51,34,47,37,35,23,,13,,21,20,,,,,,-1,,"2024, Q1",3/31/2024 0:00,20,20,11.4135,FHRx,A1,Auto,P196535,503258,
1212,48,47,47,44,44,42,43,43,44,43,43,44,44,52,62,65,69,71,75,,4,13,"2025, Q1",6/30/2024 0:00,75,76,0.0153,Public,A3,Auto,P550389,191870,121
1213,23,32,38,46,33,33,28,26,27,26,,33,,44,,,,,,,,18,"2023, YE",12/31/2023 0:00,44,44,0.5751,FHRx,A1,Auto,P759720,507281,240
1214,73,70,60,61,60,65,71,73,70,67,47,48,48,54,68,71,68,72,72,,0,4,"2025, Q1",6/30/2024 0:00,72,72,0.0233,Public,A1,Auto,P759720,507281P,125
1215,62,49,45,44,45,47,57,48,49,60,53,64,66,77,82,84,86,86,89,,3,7,"2025, Q1",6/30/2024 0:00,89,90,0.001,Public,"A1, HDM A1",Auto,P299205,061090P,215
1218,35,21,29,36,35,29,,,,14,,,,20,,23,,54,,,,34,"2024, YE",3/31/2024 0:00,54,54,0.1945,FHRx,A3,Auto,P609143,510381,237
1220,55,51,50,50,49,50,51,51,52,51,,,,51,47,50,51,56,56,,0,9,"2025, Q1",6/30/2024 0:00,56,56,0.1563,Public,"A1, GEN 2",Auto,P980422,521772,24
1221,49,50,51,59,68,68,69,69,68,69,68,68,67,68,69,68,70,,,,2,3,"2024, Q3",6/28/2024 0:00,70,70,0.0303,Public,F0,Auto,P597442,193940,
1222,,32,33,,,27,,,,24,,,22,23,21,,,,,,-2,,"2024, Q1",3/31/2024 0:00,21,21,9.8403,FHRx,"A1, HDM F1",Auto,P0,516659,160
1224,,24,,,,22,,,,17,,,,13,,13,13,14,12,,-2,,"2025, Q1",6/30/2024 0:00,12,12,39.9751,FHRx,F2,Auto,P209373,586125,49
1225,,24,,,,22,,,,17,,,,13,,13,13,14,12,,-2,,"2025, Q1",6/30/2024 0:00,12,12,39.9751,FHRx,A2,Auto,P209373,520061,
1226,48,46,49,48,49,43,37,41,38,43,43,40,33,30,30,29,29,32,30,,-2,0,"2025, Q1",6/30/2024 0:00,30,31,2.9043,Public,"A2, A3",Auto,P209373,586125,49
1228,48,46,49,48,49,43,37,41,38,43,43,40,33,30,30,29,29,32,30,,-2,0,"2025, Q1",6/30/2024 0:00,30,31,2.9043,Public,A2,Auto,P209373,520061,
1227,,63,,,,31,,,,82,,,,87,,,,,,,,5,"2023, YE",12/31/2023 0:00,87,87,0.0017,FHRx,F3,Auto,P188557,588923,200
1229,62,63,72,79,80,79,80,80,80,79,80,81,81,80,79,79,,,,,0,-2,"2024, Q2",6/29/2024 0:00,79,81,0.0083,Public,F2,Auto,P143211,508398,1
1232,,51,,,,45,,,,69,,,,33,,40,,65,,,,32,"2024, YE",3/31/2024 0:00,65,65,0.0562,FHRx,"A1, F3, PU, HDM A1",Auto,P863700,201270,287
1233,95,95,,95,,96,,,,96,,,,97,,,,,,,,1,"2023, YE",12/31/2023 0:00,97,97,0.001,FHRx,"A1, HDM A1",Auto,P205517,515519,
1234,,,,,,27,,,55,60,,,,89,,,,,,,,29,"2023, YE",12/31/2023 0:00,89,89,0.001,FHRx,A3,Auto,P0,582436,
1235,60,57,59,69,66,66,62,63,68,66,68,68,69,68,69,69,,,,,0,1,"2024, Q2",6/30/2024 0:00,69,69,0.0344,Public,F3,Auto,P119492,520534,
1237,28,34,35,34,36,56,48,57,56,62,63,61,62,46,44,45,43,,,,-2,-19,"2024, Q3",6/30/2024 0:00,43,43,0.6416,Public,"F3, HDM F3",Auto,P633753,517958,34
1241,28,34,35,34,36,56,48,57,56,62,63,61,62,46,44,45,43,,,,-2,-19,"2024, Q3",6/30/2024 0:00,43,43,0.6416,Public,F3,Auto,P633753,577289,
1242,,54,,71,,61,,57,,52,,50,,72,,72,,,,,,22,"2024, Q2",6/30/2024 0:00,72,72,0.0233,Public,F3,Auto,P791230,502746,122
1243,39,40,34,42,37,39,36,43,42,40,,,,69,,,,,,,,29,"2023, YE",12/31/2023 0:00,69,69,0.0344,FHRx,"A1, A3, F3, HDM F1",Auto,P994199,200990,
1246,72,71,72,60,70,70,69,68,69,68,68,68,67,68,68,70,72,76,76,,0,8,"2025, Q1",6/30/2024 0:00,76,76,0.0132,Public,"A1, A3, F3, HDM F1",Auto,P994199,200990P,
1248,83,79,70,73,75,75,86,82,78,70,68,69,74,74,80,82,86,79,79,,0,-1,"2025, Q1",6/30/2024 0:00,79,81,0.0083,Public,F2,Auto,P944025,584386,86
1251,,,,,,21,,,,16,,13,13,14,14,15,,,,,1,2,"2024, Q2",6/30/2024 0:00,15,15,24.8648,FHRx,A3,Auto,P917572,230140,
1253,22,23,18,27,24,32,20,14,17,17,18,17,,18,,,,28,,,,10,"2024, YE",3/31/2024 0:00,28,28,3.7449,FHRx,A2,Auto,P542083,507755,228
1255,79,77,70,69,69,77,81,78,78,76,74,76,75,74,78,78,79,80,81,,1,3,"2025, Q1",6/30/2024 0:00,81,83,0.0059,Public,A2,Auto,P542083,507755P,84
1257,,45,,,,31,,,,22,,,,23,,,,,,,,1,"2023, YE",12/31/2023 0:00,23,23,7.3713,FHRx,"A1, HDM A1",Auto,P895034,203750P,
1260,,,,,,35,,,,25,,25,,23,,25,,,,,,0,"2024, Q2",6/30/2024 0:00,25,22,5.5789,FHRx,F3,Auto,P698924,210480,201
1264,,,,,,35,,,,25,,25,,23,,25,,,,,,0,"2024, Q2",6/30/2024 0:00,25,22,5.5789,FHRx,"PU, HDM A2",Auto,P698924,201442,
1263,50,45,34,35,34,34,33,42,33,32,32,37,47,52,53,52,52,53,51,,,-2,"2025, Q1",6/30/2024 0:00,51,56,0.2693,Public,F3,Auto,P698924,210480P,114
1268,50,45,34,35,34,34,33,42,33,32,32,37,47,52,53,52,52,53,51,,,-2,"2025, Q1",6/30/2024 0:00,51,56,0.2693,Public,"PU, HDM A2",Auto,P698924,201442P,
1267,45,47,42,41,42,44,45,48,46,47,45,43,42,44,41,41,42,39,41,,2,0,"2025, Q1",6/30/2024 0:00,41,41,0.8004,Public,"A0, GEN 2",Auto,P105444,510863,47
1270,42,40,39,54,60,70,72,78,81,84,83,81,79,82,81,81,,,,,0,0,"2024, Q2",6/30/2024 0:00,81,81,0.0059,Public,"A3, HDM F1",Auto,P190774,60290,18
1272,42,40,39,54,60,70,72,78,81,84,83,81,79,82,81,81,,,,,0,0,"2024, Q2",6/30/2024 0:00,81,81,0.0059,Public,"F2, F3, HDM F1",Auto,P190774,582052,
1276,42,40,39,54,60,70,72,78,81,84,83,81,79,82,81,81,,,,,0,0,"2024, Q2",6/30/2024 0:00,81,81,0.0059,Public,F2,Auto,P190774,582482,
1277,42,40,39,54,60,70,72,78,81,84,83,81,79,82,81,81,,,,,0,0,"2024, Q2",6/30/2024 0:00,81,81,0.0059,Public,"A3, HDM",Auto,P190774,585054,
1278,,,,,,,,,,42,,,,81,,,,,,,,39,"2023, YE",12/31/2023 0:00,81,81,0.0059,FHRx,A2,Auto,P0,517461,333
1279,70,74,80,85,82,83,83,80,76,74,72,73,80,89,90,91,,,,,1,18,"2024, Q2",6/30/2024 0:00,91,91,0.001,Public,F3,Auto,P417778,584067,72
1280,73,68,47,55,74,74,83,79,70,66,59,62,68,71,77,80,84,82,84,,2,7,"2025, Q1",6/30/2024 0:00,84,84,0.0034,Public,"A2, A3, F2, F3, HDM F2",Auto,P461639,202320,
1282,,74,63,67,75,81,88,87,84,80,77,76,78,70,79,83,85,83,82,,-1,3,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,A3,Auto,P609143,510381P,50
1285,67,68,63,64,67,66,66,65,63,64,59,58,58,57,57,62,65,65,60,,-5,3,"2025, Q1",6/30/2024 0:00,60,60,0.1002,Public,"A3, F0",Auto,P344097,517468,55
1286,81,76,72,69,71,70,76,79,76,74,72,71,70,69,71,73,75,77,78,,1,7,"2025, Q1",6/30/2024 0:00,78,79,0.0097,Public,"A1, HDM A1",Auto,P239529,505897,
1291,,90,,,,79,,,,60,,,,58,,,,65,,,,7,"2024, YE",3/31/2024 0:00,65,65,0.0562,FHRx,CommonAuto,Auto,P348492,200410,310
1311,90,89,82,85,86,88,90,88,86,85,82,81,82,81,80,79,82,81,82,,1,2,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,A3,Auto,P122651,585517,57
1321,90,89,82,85,86,88,90,88,86,85,82,81,82,81,80,79,82,81,82,,1,2,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,A3,Auto,P122651,504858,
1318,90,89,82,85,86,88,90,88,86,85,82,81,82,81,80,79,82,81,82,,1,2,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,A3,Auto,P122651,577248,
1320,90,89,82,85,86,88,90,88,86,85,82,81,82,81,80,79,82,81,82,,1,2,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,A3,Auto,P122651,515062,
1319,90,89,82,85,86,88,90,88,86,85,82,81,82,81,80,79,82,81,82,,1,2,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,CommonAuto,Auto,P122651,200410P,
1313,90,89,82,85,86,88,90,88,86,85,82,81,82,81,80,79,82,81,82,,1,2,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,"A3, HDM A3",Auto,P122651,201800,
1317,90,89,82,85,86,88,90,88,86,85,82,81,82,81,80,79,82,81,82,,1,2,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,A3,Auto,P122651,201030,
1316,62,62,63,63,63,66,67,68,69,67,69,68,68,68,68,68,68,72,64,,-8,-4,"2025, Q1",6/30/2024 0:00,64,64,0.0632,Public,"A1, HDM F1",Auto,P830152,505537,87
1322,38,33,80,,63,60,,57,,75,,,,79,,,,,,,,4,"2023, YE",12/31/2023 0:00,79,79,0.0083,FHRx,PU,Auto,P861270,519385,233
1323,,24,,,,19,,,,22,,37,47,45,,44,,,,,,7,"2024, Q2",6/30/2024 0:00,44,44,0.5751,FHRx,"A2, F2",Auto,P893513,515169,154
1328,23,25,26,26,29,26,31,39,46,46,49,38,31,28,25,28,34,36,38,,2,13,"2025, Q1",6/30/2024 0:00,38,38,1.1216,Public,A2,Auto,P499169,585149,104
1331,23,25,26,26,29,26,31,39,46,46,49,38,31,28,25,28,34,36,38,,2,13,"2025, Q1",6/30/2024 0:00,38,38,1.1216,Public,HDM A2,Auto,P499169,519526,
1330,48,52,36,,32,34,,36,40,33,33,32,,18,17,17,,,,,0,-15,"2024, Q2",6/30/2024 0:00,17,19,18.111,FHRx,PU,Auto,P0,515930,180
1332,,,,,,60,,,,33,,,,89,,,,,,,,56,"2023, YE",9/30/2023 0:00,89,89,0.001,FHRx,"A1, GEN 2, HDM F1",Auto,P790234,517923,
1333,,54,,67,,74,,65,,65,,63,,59,,31,,,,,,-32,"2024, Q2",6/30/2024 0:00,31,31,2.564,Public,A2,Auto,P930241,588968P,
1338,,91,,,,97,,,,98,,,,98,,,,,,,,0,"2023, YE",12/31/2023 0:00,98,98,0.001,FHRx,A2,Auto,P930241,588968,
1340,68,43,37,34,35,34,36,36,37,39,39,38,39,49,54,57,62,56,58,,2,4,"2025, Q1",6/30/2024 0:00,58,60,0.1253,Public,A2,Auto,P456952,521031,76
1344,68,43,37,34,35,34,36,36,37,39,39,38,39,49,54,57,62,56,58,,2,4,"2025, Q1",6/30/2024 0:00,58,60,0.1253,Public,"PU, HDM A2",Auto,P456952,520262,
1343,68,43,37,34,35,34,36,36,37,39,39,38,39,49,54,57,62,56,58,,2,4,"2025, Q1",6/30/2024 0:00,58,60,0.1253,Public,A2,Auto,P456952,505536,
1342,41,36,38,33,35,38,62,78,72,82,73,73,71,68,71,75,84,81,85,,4,14,"2025, Q1",6/30/2024 0:00,85,90,0.0027,Public,PU,Auto,P862405,211100,
1349,,11,,,,11,,,,15,,14,15,16,17,,,32,,,,16,"2024, YE",3/31/2024 0:00,32,32,2.2681,FHRx,"F3, HDM A2",Auto,P542816,502823,313
1353,41,,,,47,40,,,,47,,,,52,,,,,,,,5,"2023, YE",12/31/2023 0:00,52,52,0.2416,FHRx,"A1, GEN 2, HDM F3",Auto,P745498,517557,264
1354,,24,,28,,22,,19,,22,,21,,21,,,,,,,,-1,"2023, YE",12/31/2023 0:00,21,21,9.8403,Public,F0,Auto,P799266,580205,216
1362,,60,,,,,,76,,59,,,,62,,,,,,,,3,"2023, YE",12/31/2023 0:00,62,62,0.0798,FHRx,A3,Auto,P0,517802,255
1364,,66,,,,72,,,,71,,,,65,,,,,,,,-6,"2023, YE",12/31/2023 0:00,65,65,0.0562,FHRx,F3,Auto,P488642,506574,171
1365,64,64,70,76,72,73,70,68,83,85,87,89,91,90,91,92,,,,,1,3,"2024, Q2",6/30/2024 0:00,92,92,0.001,Public,"A3, F0",Auto,P412560,61350,60
